"","gene_name","gene_alias","gene_title","chr","map"
"TMEM38B","TMEM38B","TMEM38B","transmembrane protein 38B","9","9q31.2"
"TMEM41A","TMEM41A","TMEM41A","transmembrane protein 41A","3","3q27.2"
"TMEM41B","TMEM41B","TMEM41B","transmembrane protein 41B","11","11p15.4"
"TMEM43","TMEM43","TMEM43","transmembrane protein 43","3","3p25.1"
"TMEM48","TMEM48","TMEM48",NA,NA,NA
"TMEM50A","TMEM50A","TMEM50A","transmembrane protein 50A","1","1p36.11"
"TMEM55A","TMEM55A","TMEM55A",NA,NA,NA
"TMEM55B","TMEM55B","TMEM55B",NA,NA,NA
"TMEM57","TMEM57","TMEM57",NA,NA,NA
"TMEM63A","TMEM63A","TMEM63A","transmembrane protein 63A","1","1q42.12"
"TMEM65","TMEM65","TMEM65","transmembrane protein 65","8","8q24.13"
"TMEM66","TMEM66","TMEM66",NA,NA,NA
"TMEM68","TMEM68","TMEM68","transmembrane protein 68","8","8q12.1"
"TMEM69","TMEM69","TMEM69","transmembrane protein 69","1","1p34.1"
"TMEM70","TMEM70","TMEM70","transmembrane protein 70","8","8q21.11"
"TMEM87A","TMEM87A","TMEM87A","transmembrane protein 87A","15","15q15.1"
"TMEM87B","TMEM87B","TMEM87B","transmembrane protein 87B","2","2q13"
"TMEM8A","TMEM8A","TMEM8A","transmembrane protein 8A","16","16p13.3"
"TMEM97","TMEM97","TMEM97","transmembrane protein 97","17","17q11.2"
"TMF1","TMF1","TMF1","TATA element modulatory factor 1","3","3p14.1"
"TMLHE","TMLHE","TMLHE","trimethyllysine hydroxylase, epsilon","X","Xq28"
"TMOD2","TMOD2","TMOD2","tropomodulin 2","15","15q21.2"
"TMOD3","TMOD3","TMOD3","tropomodulin 3","15","15q21.2"
"TMPO","TMPO","TMPO","thymopoietin","12","12q23.1"
"TMPPE","TMPPE","TMPPE","transmembrane protein with metallophosphoesterase domain","3","3p22.3"
"TMSB10","TMSB10","TMSB10","thymosin beta 10","2","2p11.2"
"TMSB15B","TMSB15B","TMSB15B;TMSB15A","thymosin beta 15B","X","Xq22.2"
"TMSB4X","TMSB4X","TMSB4X;TMSL4","thymosin beta 4 X-linked","X","Xp22.2"
"TMUB1","TMUB1","TMUB1","transmembrane and ubiquitin like domain containing 1","7","7q36.1"
"TMUB2","TMUB2","TMUB2","transmembrane and ubiquitin like domain containing 2","17","17q21.31"
"TMX1","TMX1","TMX1","thioredoxin related transmembrane protein 1","14","14q22.1"
"TMX2","TMX2","TMX2","thioredoxin related transmembrane protein 2","11","11q12.1"
"TMX3","TMX3","TMX3","thioredoxin related transmembrane protein 3","18","18q22.1"
"TMX4","TMX4","TMX4","thioredoxin related transmembrane protein 4","20","20p12.3"
"TNF","TNF","TNF","tumor necrosis factor","6","6p21.33"
"TNFAIP3","TNFAIP3","TNFAIP3","TNF alpha induced protein 3","6","6q23.3"
"TNFAIP8","TNFAIP8","TNFAIP8","TNF alpha induced protein 8","5","5q23.1"
"TNFAIP8L2","TNFAIP8L2","TNFAIP8L2","TNF alpha induced protein 8 like 2","1","1q21.3"
"TNFRSF14","TNFRSF14","TNFRSF14","TNF receptor superfamily member 14","1","1p36.32"
"TNFRSF18","TNFRSF18","TNFRSF18","TNF receptor superfamily member 18","1","1p36.33"
"TNFRSF1B","TNFRSF1B","TNFRSF1B","TNF receptor superfamily member 1B","1","1p36.22"
"TNFRSF4","TNFRSF4","TNFRSF4","TNF receptor superfamily member 4","1","1p36.33"
"TNFRSF8","TNFRSF8","TNFRSF8","TNF receptor superfamily member 8","1","1p36.22"
"TNFSF14","TNFSF14","TNFSF14","TNF superfamily member 14","19","19p13.3"
"TNFSF8","TNFSF8","TNFSF8","TNF superfamily member 8","9","9q32-q33.1"
"TNIK","TNIK","TNIK","TRAF2 and NCK interacting kinase","3","3q26.2-q26.31"
"TNIP1","TNIP1","TNIP1","TNFAIP3 interacting protein 1","5","5q33.1"
"TNIP2","TNIP2","TNIP2","TNFAIP3 interacting protein 2","4","4p16.3"
"TNIP3","TNIP3","TNIP3","TNFAIP3 interacting protein 3","4","4q27"
"TNK2","TNK2","TNK2","tyrosine kinase non receptor 2","3","3q29"
"TNKS1BP1","TNKS1BP1","TNKS1BP1","tankyrase 1 binding protein 1","11","11q12.1"
"TNPO1","TNPO1","TNPO1","transportin 1","5","5q13.2"
"TNPO2","TNPO2","TNPO2","transportin 2","19","19p13.13"
"TNPO3","TNPO3","TNPO3","transportin 3","7","7q32.1"
"TNRC18","TNRC18","TNRC18","trinucleotide repeat containing 18","7","7p22.1"
"TNRC6A","TNRC6A","TNRC6A","trinucleotide repeat containing 6A","16","16p12.1"
"TNRC6B","TNRC6B","TNRC6B","trinucleotide repeat containing 6B","22","22q13.1"
"TNRC6C","TNRC6C","TNRC6C","trinucleotide repeat containing 6C","17","17q25.3"
"TOB2","TOB2","TOB2","transducer of ERBB2, 2","22","22q13.2"
"TOE1","TOE1","TOE1","target of EGR1, exonuclease","1","1p34.1"
"TOLLIP","TOLLIP","TOLLIP","toll interacting protein","11","11p15.5"
"TOM1","TOM1","TOM1","target of myb1 membrane trafficking protein","22","22q12.3"
"TOM1L2","TOM1L2","TOM1L2","target of myb1 like 2 membrane trafficking protein","17","17p11.2"
"TOMM20","TOMM20","TOMM20","translocase of outer mitochondrial membrane 20","1","1q42.3"
"TOMM22","TOMM22","TOMM22","translocase of outer mitochondrial membrane 22","22","22q13.1"
"TOMM34","TOMM34","TOMM34","translocase of outer mitochondrial membrane 34","20","20q13.12"
"TOMM40","TOMM40","TOMM40","translocase of outer mitochondrial membrane 40","19","19q13.32"
"TOMM40L","TOMM40L","TOMM40L","translocase of outer mitochondrial membrane 40 like","1","1q23.3"
"TOMM5","TOMM5","TOMM5","translocase of outer mitochondrial membrane 5","9","9p13.2"
"TOMM6","TOMM6","TOMM6","translocase of outer mitochondrial membrane 6","6","6p21.1"
"TOMM7","TOMM7","TOMM7","translocase of outer mitochondrial membrane 7","7","7p15.3"
"TOMM70A","TOMM70A","TOMM70A",NA,NA,NA
"TONSL","TONSL","TONSL","tonsoku like, DNA repair protein","8","8q24.3"
"TOP1","TOP1","TOP1","DNA topoisomerase I","20","20q12"
"TOP2A","TOP2A","TOP2A","DNA topoisomerase II alpha","17","17q21.2"
"TOP2B","TOP2B","TOP2B","DNA topoisomerase II beta","3","3p24.2"
"TOP3A","TOP3A","TOP3A","DNA topoisomerase III alpha","17","17p11.2"
"TOP3B","TOP3B","TOP3B","DNA topoisomerase III beta","22","22q11.22"
"TOPBP1","TOPBP1","TOPBP1","DNA topoisomerase II binding protein 1","3","3q22.1"
"TOPORS","TOPORS","TOPORS","TOP1 binding arginine/serine rich protein","9","9p21.1"
"TOR1A","TOR1A","TOR1A","torsin family 1 member A","9","9q34.11"
"TOR1AIP1","TOR1AIP1","TOR1AIP1","torsin 1A interacting protein 1","1","1q25.2"
"TOR1AIP2","TOR1AIP2","TOR1AIP2","torsin 1A interacting protein 2","1","1q25.2"
"TOR1B","TOR1B","TOR1B","torsin family 1 member B","9","9q34.11"
"TOR2A","TOR2A","TOR2A","torsin family 2 member A","9","9q34.11"
"TOR3A","TOR3A","TOR3A","torsin family 3 member A","1","1q25.2"
"TOR4A","TOR4A","TOR4A","torsin family 4 member A","9","9q34.3"
"TOX4","TOX4","TOX4","TOX high mobility group box family member 4","14","14q11.2"
"TP53BP1","TP53BP1","TP53BP1","tumor protein p53 binding protein 1","15","15q15.3"
"TP53BP2","TP53BP2","TP53BP2","tumor protein p53 binding protein 2","1","1q41"
"TP53I11","TP53I11","TP53I11","tumor protein p53 inducible protein 11","11","11p11.2"
"TP53RK","TP53RK","TP53RK","TP53 regulating kinase","20","20q13.12"
"TPD52","TPD52","TPD52;PrLZ","tumor protein D52","8","8q21.13"
"TPD52L2","TPD52L2","TPD52L2","TPD52 like 2","20","20q13.33"
"TPI1","TPI1","TPI1","triosephosphate isomerase 1","12","12p13.31"
"TPK1","TPK1","TPK1","thiamin pyrophosphokinase 1","7","7q35"
"TPM1","TPM1","TPM1","tropomyosin 1","15","15q22.2"
"TPM3","TPM3","TPM3","tropomyosin 3","1","1q21.3"
"TPM4","TPM4","TPM4","tropomyosin 4","19","19p13.12-p13.11"
"TPMT","TPMT","TPMT","thiopurine S-methyltransferase","6","6p22.3"
"TPP1","TPP1","TPP1","tripeptidyl peptidase 1","11","11p15.4"
"TPP2","TPP2","TPP2","tripeptidyl peptidase 2","13","13q33.1"
"TPPP","TPPP","TPPP","tubulin polymerization promoting protein","5","5p15.33"
"TPR","TPR","TPR","translocated promoter region, nuclear basket protein","1","1q31.1"
"TPRKB","TPRKB","TPRKB","TP53RK binding protein","2","2p13.1"
"TPST2","TPST2","TPST2","tyrosylprotein sulfotransferase 2","22","22q12.1"
"TPT1","TPT1","TPT1","tumor protein, translationally-controlled 1","13","13q14.13"
"TPX2","TPX2","TPX2;HCA90","TPX2, microtubule nucleation factor","20","20q11.21"
"TRA2A","TRA2A","TRA2A","transformer 2 alpha homolog","7","7p15.3"
"TRA2B","TRA2B","TRA2B","transformer 2 beta homolog","3","3q27.2"
"TRABD","TRABD","TRABD","TraB domain containing","22","22q13.33"
"TRAC","TRAC","TRAC","T cell receptor alpha constant","14","14q11.2"
"TRADD","TRADD","TRADD","TNFRSF1A associated via death domain","16","16q22.1"
"TRAF1","TRAF1","TRAF1","TNF receptor associated factor 1","9","9q33.2"
"TRAF2","TRAF2","TRAF2","TNF receptor associated factor 2","9","9q34.3"
"TRAF3","TRAF3","TRAF3","TNF receptor associated factor 3","14","14q32.32"
"TRAF3IP2","TRAF3IP2","TRAF3IP2","TRAF3 interacting protein 2","6","6q21"
"TRAF3IP3","TRAF3IP3","TRAF3IP3","TRAF3 interacting protein 3","1","1q32.2"
"TRAF4","TRAF4","TRAF4","TNF receptor associated factor 4","17","17q11.2"
"TRAF5","TRAF5","TRAF5","TNF receptor associated factor 5","1","1q32.3"
"TRAF6","TRAF6","TRAF6","TNF receptor associated factor 6","11","11p12"
"TRAF7","TRAF7","TRAF7","TNF receptor associated factor 7","16","16p13.3"
"TRAFD1","TRAFD1","TRAFD1","TRAF-type zinc finger domain containing 1","12","12q24.13"
"TRAIP","TRAIP","TRAIP","TRAF interacting protein","3","3p21.31"
"TRAM1","TRAM1","TRAM1","translocation associated membrane protein 1","8","8q13.3"
"TRANK1","TRANK1","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1","3","3p22.2"
"TRAP1","TRAP1","TRAP1","TNF receptor associated protein 1","16","16p13.3"
"TRAPPC1","TRAPPC1","TRAPPC1","trafficking protein particle complex 1","17","17p13.1"
"TRAPPC10","TRAPPC10","TRAPPC10","trafficking protein particle complex 10","21","21q22.3"
"TRAPPC11","TRAPPC11","TRAPPC11","trafficking protein particle complex 11","4","4q35.1"
"TRAPPC12","TRAPPC12","TRAPPC12","trafficking protein particle complex 12","2","2p25.3"
"TRAPPC2L","TRAPPC2L","TRAPPC2L","trafficking protein particle complex 2 like","16","16q24.3"
"TRAPPC2P1","TRAPPC2P1","TRAPPC2P1;TRAPPC2",NA,NA,NA
"TRAPPC3","TRAPPC3","TRAPPC3","trafficking protein particle complex 3","1","1p34.3"
"TRAPPC4","TRAPPC4","TRAPPC4","trafficking protein particle complex 4","11","11q23.3"
"TRAPPC5","TRAPPC5","TRAPPC5","trafficking protein particle complex 5","19","19p13.2"
"TRAPPC6A","TRAPPC6A","TRAPPC6A","trafficking protein particle complex 6A","19","19q13.32"
"TRAPPC6B","TRAPPC6B","TRAPPC6B","trafficking protein particle complex 6B","14","14q21.1"
"TRAPPC8","TRAPPC8","TRAPPC8","trafficking protein particle complex 8","18","18q12.1"
"TRAPPC9","TRAPPC9","TRAPPC9","trafficking protein particle complex 9","8","8q24.3"
"TRAT1","TRAT1","TRAT1","T cell receptor associated transmembrane adaptor 1","3","3q13.13"
"TRBC1","TRBC1","TRBC1","T cell receptor beta constant 1","7","7q34"
"TRBC2","TRBC2","TRBC2","T cell receptor beta constant 2","7","7q34"
"TRDMT1","TRDMT1","TRDMT1","tRNA aspartic acid methyltransferase 1","10","10p13"
"TRERF1","TRERF1","TRERF1;BCAR2","transcriptional regulating factor 1","6","6p21.1"
"TREX1","TREX1","TREX1","three prime repair exonuclease 1","3","3p21.31"
"TRIAP1","TRIAP1","TRIAP1","TP53 regulated inhibitor of apoptosis 1","12","12q24.31"
"TRIM11","TRIM11","TRIM11","tripartite motif containing 11","1","1q42.13"
"TRIM13","TRIM13","TRIM13","tripartite motif containing 13","13","13q14.2"
"TRIM14","TRIM14","TRIM14","tripartite motif containing 14","9","9q22.33"
"TRIM21","TRIM21","TRIM21","tripartite motif containing 21","11","11p15.4"
"TRIM22","TRIM22","TRIM22","tripartite motif containing 22","11","11p15.4"
"TRIM23","TRIM23","TRIM23","tripartite motif containing 23","5","5q12.3"
"TRIM24","TRIM24","TRIM24","tripartite motif containing 24","7","7q33-q34"
"TRIM25","TRIM25","TRIM25","tripartite motif containing 25","17","17q22"
"TRIM26","TRIM26","TRIM26","tripartite motif containing 26","6","6p22.1"
"TRIM27","TRIM27","TRIM27","tripartite motif containing 27","6","6p22.1"
"TRIM28","TRIM28","TRIM28","tripartite motif containing 28","19","19q13.43"
"TRIM3","TRIM3","TRIM3","tripartite motif containing 3","11","11p15.4"
"TRIM32","TRIM32","TRIM32","tripartite motif containing 32","9","9q33.1"
"TRIM33","TRIM33","TRIM33","tripartite motif containing 33","1","1p13.2"
"TRIM34","TRIM34","TRIM34;TRIM6-TRIM34","tripartite motif containing 34","11","11p15.4"
"TRIM38","TRIM38","TRIM38","tripartite motif containing 38","6","6p22.2"
"TRIM4","TRIM4","TRIM4","tripartite motif containing 4","7","7q22.1"
"TRIM41","TRIM41","TRIM41","tripartite motif containing 41","5","5q35.3"
"TRIM46","TRIM46","TRIM46","tripartite motif containing 46","1","1q22"
"TRIM5","TRIM5","TRIM5","tripartite motif containing 5","11","11p15.4"
"TRIM56","TRIM56","TRIM56","tripartite motif containing 56","7","7q22.1"
"TRIM59","TRIM59","TRIM59","tripartite motif containing 59","3","3q25.33"
"TRIM65","TRIM65","TRIM65","tripartite motif containing 65","17","17q25.1"
"TRIP10","TRIP10","TRIP10","thyroid hormone receptor interactor 10","19","19p13.3"
"TRIP11","TRIP11","TRIP11","thyroid hormone receptor interactor 11","14","14q32.12"
"TRIP12","TRIP12","TRIP12","thyroid hormone receptor interactor 12","2","2q36.3"
"TRIP13","TRIP13","TRIP13","thyroid hormone receptor interactor 13","5","5p15.33"
"TRIP4","TRIP4","TRIP4","thyroid hormone receptor interactor 4","15","15q22.31"
"TRIP6","TRIP6","TRIP6","thyroid hormone receptor interactor 6","7","7q22.1"
"TRIT1","TRIT1","TRIT1","tRNA isopentenyltransferase 1","1","1p34.2"
"TRMT1","TRMT1","TRMT1","tRNA methyltransferase 1","19","19p13.13"
"TRMT11","TRMT11","TRMT11","tRNA methyltransferase 11 homolog","6","6q22.32"
"TRMT112","TRMT112","TRMT112","tRNA methyltransferase subunit 11-2","11","11q13.1"
"TRMT1L","TRMT1L","TRMT1L","tRNA methyltransferase 1 like","1","1q25.3"
"TRMT2A","TRMT2A","TRMT2A","tRNA methyltransferase 2 homolog A","22","22q11.21"
"TRMT2B","TRMT2B","TRMT2B","tRNA methyltransferase 2 homolog B","X","Xq22.1"
"TRMT5","TRMT5","TRMT5","tRNA methyltransferase 5","14","14q23.1"
"TRMT6","TRMT6","TRMT6","tRNA methyltransferase 6","20","20p12.3"
"TRMT61A","TRMT61A","TRMT61A","tRNA methyltransferase 61A","14","14q32.33"
"TRMT61B","TRMT61B","TRMT61B","tRNA methyltransferase 61B","2","2p23.2"
"TRMU","TRMU","TRMU","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase","22","22q13.31"
"TRNAU1AP","TRNAU1AP","TRNAU1AP","tRNA selenocysteine 1 associated protein 1","1","1p35.3"
"TRNT1","TRNT1","TRNT1","tRNA nucleotidyl transferase 1","3","3p26.2"
"TROVE2","TROVE2","TROVE2","TROVE domain family member 2","1","1q31.2"
"TRPC4AP","TRPC4AP","TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein","20","20q11.22"
"TRPM7","TRPM7","TRPM7","transient receptor potential cation channel subfamily M member 7","15","15q21.2"
"TRPT1","TRPT1","TRPT1","tRNA phosphotransferase 1","11","11q13.1"
"TRPV2","TRPV2","TRPV2","transient receptor potential cation channel subfamily V member 2","17","17p11.2"
"TRRAP","TRRAP","TRRAP","transformation/transcription domain associated protein","7","7q22.1"
"TRUB1","TRUB1","TRUB1","TruB pseudouridine synthase family member 1","10","10q25.3"
"TRUB2","TRUB2","TRUB2","TruB pseudouridine synthase family member 2","9","9q34.11"
"TSC1","TSC1","TSC1","TSC complex subunit 1","9","9q34.13"
"TSC2","TSC2","TSC2","TSC complex subunit 2","16","16p13.3"
"TSC22D2","TSC22D2","TSC22D2","TSC22 domain family member 2","3","3q25.1"
"TSC22D3","TSC22D3","TSC22D3","TSC22 domain family member 3","X","Xq22.3"
"TSC22D4","TSC22D4","TSC22D4","TSC22 domain family member 4","7","7q22.1"
"TSEN15","TSEN15","TSEN15","tRNA splicing endonuclease subunit 15","1","1q25.3"
"TSEN2","TSEN2","TSEN2","tRNA splicing endonuclease subunit 2","3","3p25.2"
"TSEN34","TSEN34","TSEN34","tRNA splicing endonuclease subunit 34","19","19q13.42"
"TSEN54","TSEN54","TSEN54","tRNA splicing endonuclease subunit 54","17","17q25.1"
"TSFM","TSFM","TSFM","Ts translation elongation factor, mitochondrial","12","12q14.1"
"TSG101","TSG101","TSG101","tumor susceptibility 101","11","11p15.1"
"TSN","TSN","TSN","translin","2","2q14.3"
"TSNAX","TSNAX","TSNAX","translin associated factor X","1","1q42.2"
"TSPAN14","TSPAN14","TSPAN14","tetraspanin 14","10","10q23.1"
"TSPAN2","TSPAN2","TSPAN2","tetraspanin 2","1","1p13.2"
"TSPAN31","TSPAN31","TSPAN31","tetraspanin 31","12","12q14.1"
"TSPO","TSPO","TSPO","translocator protein","22","22q13.2"
"TSPYL1","TSPYL1","TSPYL1","TSPY like 1","6","6q22.1"
"TSPYL2","TSPYL2","TSPYL2","TSPY like 2","X","Xp11.22"
"TSR1","TSR1","TSR1","TSR1, ribosome maturation factor","17","17p13.3"
"TSR2","TSR2","TSR2","TSR2, ribosome maturation factor","X","Xp11.22"
"TSR3","TSR3","TSR3","TSR3, acp transferase ribosome maturation factor","16","16p13.3"
"TSSC1","TSSC1","TSSC1",NA,NA,NA
"TSSC4","TSSC4","TSSC4","tumor suppressing subtransferable candidate 4","11","11p15.5"
"TST","TST","TST","thiosulfate sulfurtransferase","22","22q12.3"
"TSTA3","TSTA3","TSTA3","tissue specific transplantation antigen P35B","8","8q24.3"
"TSTD1","TSTD1","TSTD1","thiosulfate sulfurtransferase like domain containing 1","1","1q23.3"
"TTC1","TTC1","TTC1","tetratricopeptide repeat domain 1","5","5q33.3"
"TTC12","TTC12","TTC12","tetratricopeptide repeat domain 12","11","11q23.2"
"TTC13","TTC13","TTC13","tetratricopeptide repeat domain 13","1","1q42.2"
"TTC17","TTC17","TTC17","tetratricopeptide repeat domain 17","11","11p12-p11.2"
"TTC19","TTC19","TTC19","tetratricopeptide repeat domain 19","17","17p12"
"TTC21B","TTC21B","TTC21B","tetratricopeptide repeat domain 21B","2","2q24.3"
"TTC26","TTC26","TTC26","tetratricopeptide repeat domain 26","7","7q34"
"TTC27","TTC27","TTC27","tetratricopeptide repeat domain 27","2","2p22.3"
"TTC33","TTC33","TTC33","tetratricopeptide repeat domain 33","5","5p13.1"
"TTC37","TTC37","TTC37","tetratricopeptide repeat domain 37","5","5q15"
"TTC38","TTC38","TTC38","tetratricopeptide repeat domain 38","22","22q13.31"
"TTC39B","TTC39B","TTC39B","tetratricopeptide repeat domain 39B","9","9p22.3"
"TTC39C","TTC39C","TTC39C","tetratricopeptide repeat domain 39C","18","18q11.2"
"TTC4","TTC4","TTC4","tetratricopeptide repeat domain 4","1","1p32.3"
"TTC5","TTC5","TTC5","tetratricopeptide repeat domain 5","14","14q11.2"
"TTC7A","TTC7A","TTC7A","tetratricopeptide repeat domain 7A","2","2p21"
"TTC9","TTC9","TTC9","tetratricopeptide repeat domain 9","14","14q24.2"
"TTC9C","TTC9C","TTC9C","tetratricopeptide repeat domain 9C","11","11q12.3"
"TTF1","TTF1","TTF1","transcription termination factor 1","9","9q34.13"
"TTF2","TTF2","TTF2","transcription termination factor 2","1","1p13.1"
"TTI1","TTI1","TTI1","TELO2 interacting protein 1","20","20q11.23"
"TTI2","TTI2","TTI2","TELO2 interacting protein 2","8","8p12"
"TTK","TTK","TTK","TTK protein kinase","6","6q14.1"
"TTLL12","TTLL12","TTLL12","tubulin tyrosine ligase like 12","22","22q13.2"
"TTPAL","TTPAL","TTPAL","alpha tocopherol transfer protein like","20","20q13.12"
"TTR","TTR","TTR","transthyretin","18","18q12.1"
"TUBA1A","TUBA1A","TUBA1A","tubulin alpha 1a","12","12q13.12"
"TUBA1C","TUBA1C","TUBA1C","tubulin alpha 1c","12","12q13.12"
"TUBA4A","TUBA4A","TUBA4A","tubulin alpha 4a","2","2q35"
"TUBAL3","TUBAL3","TUBAL3","tubulin alpha like 3","10","10p15.1"
"TUBB","TUBB","TUBB","tubulin beta class I","6","6p21.33"
"TUBB2A","TUBB2A","TUBB2A","tubulin beta 2A class IIa","6","6p25.2"
"TUBB4A","TUBB4A","TUBB4A","tubulin beta 4A class IVa","19","19p13.3"
"TUBB4B","TUBB4B","TUBB4B","tubulin beta 4B class IVb","9","9q34.3"
"TUBB6","TUBB6","TUBB6","tubulin beta 6 class V","18","18p11.21"
"TUBB8","TUBB8","TUBB8;RP11-631M21.2","tubulin beta 8 class VIII","10","10p15.3"
"TUBE1","TUBE1","TUBE1","tubulin epsilon 1","6","6q21"
"TUBG1","TUBG1","TUBG1","tubulin gamma 1","17","17q21.2"
"TUBGCP2","TUBGCP2","TUBGCP2","tubulin gamma complex associated protein 2","10","10q26.3"
"TUBGCP3","TUBGCP3","TUBGCP3","tubulin gamma complex associated protein 3","13","13q34"
"TUBGCP4","TUBGCP4","TUBGCP4","tubulin gamma complex associated protein 4","15","15q15.3"
"TUBGCP5","TUBGCP5","TUBGCP5","tubulin gamma complex associated protein 5","15","15q11.2"
"TUBGCP6","TUBGCP6","TUBGCP6","tubulin gamma complex associated protein 6","22","22q13.33"
"TUFM","TUFM","TUFM","Tu translation elongation factor, mitochondrial","16","16p11.2"
"TUSC2","TUSC2","TUSC2","tumor suppressor 2, mitochondrial calcium regulator","3","3p21.31"
"TUT1","TUT1","TUT1;MIR3654","terminal uridylyl transferase 1, U6 snRNA-specific","11","11q12.3"
"TWF1","TWF1","TWF1","twinfilin actin binding protein 1","12","12q12"
