"ensemble_id","gene_name","description"
"ENSG00000129654","FOXJ1","forkhead box J1 [Source:HGNC Symbol;Acc:HGNC:3816]"
"ENSG00000196553","CCDC196","coiled-coil domain containing 196 [Source:HGNC Symbol;Acc:HGNC:20100]"
"ENSG00000103064","SLC7A6","solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]"
"ENSG00000154265","ABCA5","ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]"
"ENSG00000140563","MCTP2","multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]"
"ENSG00000141568","FOXK2","forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]"
"ENSG00000115486","GGCX","gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]"
"ENSG00000131724","IL13RA1","interleukin 13 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:5974]"
"ENSG00000196705","ZNF431","zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]"
"ENSG00000119414","PPP6C","protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]"
"ENSG00000237693","IRGM","immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]"
"ENSG00000172687","ZNF738","zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469]"
"ENSG00000147180","ZNF711","zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]"
"ENSG00000174255","ZNF80","zinc finger protein 80 [Source:HGNC Symbol;Acc:HGNC:13155]"
"ENSG00000145908","ZNF300","zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]"
"ENSG00000276042","LILRB4","leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]"
"ENSG00000253729","PRKDC","protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]"
"ENSG00000184220","CMSS1","cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]"
"ENSG00000154133","ROBO4","roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]"
"ENSG00000141580","WDR45B","WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]"
"ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]"
"ENSG00000135902","CHRND","cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]"
"ENSG00000100027","YPEL1","yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]"
"ENSG00000255150","EID3","EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]"
"ENSG00000125820","NKX2-2","NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]"
"ENSG00000188334","BSPH1","binder of sperm protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:33906]"
"ENSG00000038382","TRIO","trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]"
"ENSG00000006715","VPS41","VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]"
"ENSG00000144354","CDCA7","cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]"
"ENSG00000108846","ABCC3","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]"
"ENSG00000136758","YME1L1","YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]"
"ENSG00000162711","NLRP3","NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400]"
"ENSG00000124191","TOX2","TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]"
"ENSG00000272896","AL355987.3","novel protein"
"ENSG00000229470","GNL1","G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]"
"ENSG00000102802","MEDAG","mesenteric estrogen dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]"
"ENSG00000152102","FAM168B","family with sequence similarity 168 member B [Source:HGNC Symbol;Acc:HGNC:27016]"
"ENSG00000277848","MEGF11","multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]"
"ENSG00000095319","NUP188","nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]"
"ENSG00000150556","LYPD6B","LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]"
"ENSG00000166340","TPP1","tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:HGNC:2073]"
"ENSG00000153132","CLGN","calmegin [Source:HGNC Symbol;Acc:HGNC:2060]"
"ENSG00000239998","LILRA2","leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]"
"ENSG00000047579","DTNBP1","dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]"
"ENSG00000163673","DCLK3","doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005]"
"ENSG00000179021","C3orf38","chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]"
"ENSG00000230549","USP17L1","ubiquitin specific peptidase 17 like family member 1 [Source:HGNC Symbol;Acc:HGNC:37182]"
"ENSG00000175782","SLC35E3","solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]"
"ENSG00000130287","NCAN","neurocan [Source:HGNC Symbol;Acc:HGNC:2465]"
"ENSG00000101405","OXT","oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:HGNC:8528]"
"ENSG00000124253","PCK1","phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]"
"ENSG00000163320","CGGBP1","CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]"
"ENSG00000167895","TMC8","transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]"
"ENSG00000101200","AVP","arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]"
"ENSG00000170949","ZNF160","zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]"
"ENSG00000027644","INSRR","insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]"
"ENSG00000175470","PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]"
"ENSG00000130449","ZSWIM6","zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]"
"ENSG00000125686","MED1","mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]"
"ENSG00000136122","BORA","BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]"
"ENSG00000057657","PRDM1","PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]"
"ENSG00000171202","TMEM126A","transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]"
"ENSG00000144644","GADL1","glutamate decarboxylase like 1 [Source:HGNC Symbol;Acc:HGNC:27949]"
"ENSG00000215182","MUC5AC","mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]"
"ENSG00000259680","AC136428.1","novel gene similar to an immunoglobulin heavy variable 3/OR16 gene"
"ENSG00000277442","NCR1","natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]"
"ENSG00000123689","G0S2","G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]"
"ENSG00000006638","TBXA2R","thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]"
"ENSG00000183831","ANKRD45","ankyrin repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:24786]"
"ENSG00000117594","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]"
"ENSG00000170439","METTL7B","methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276]"
"ENSG00000285777","AL139142.2","novel protein"
"ENSG00000276293","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998]"
"ENSG00000148484","RSU1","Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]"
"ENSG00000162753","SLC9C2","solute carrier family 9 member C2 (putative) [Source:HGNC Symbol;Acc:HGNC:28664]"
"ENSG00000135437","RDH5","retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]"
"ENSG00000227826","HLA-DRB4","major histocompatibility complex, class II, DR beta 4 [Source:HGNC Symbol;Acc:HGNC:4952]"
"ENSG00000109321","AREG","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]"
"ENSG00000159128","IFNGR2","interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]"
"ENSG00000160214","RRP1","ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]"
"ENSG00000197937","ZNF347","zinc finger protein 347 [Source:HGNC Symbol;Acc:HGNC:16447]"
"ENSG00000169490","TM2D2","TM2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24127]"
"ENSG00000166049","PASD1","PAS domain containing repressor 1 [Source:HGNC Symbol;Acc:HGNC:20686]"
"ENSG00000123572","NRK","Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]"
"ENSG00000236444","UBE2L5","ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]"
"ENSG00000141524","TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
"ENSG00000183763","TRAIP","TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]"
"ENSG00000138684","IL21","interleukin 21 [Source:HGNC Symbol;Acc:HGNC:6005]"
"ENSG00000135441","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]"
"ENSG00000179774","ATOH7","atonal bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:13907]"
"ENSG00000232113","TEX50","testis expressed 50 [Source:HGNC Symbol;Acc:HGNC:52382]"
"ENSG00000277936","MRPL45","mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]"
"ENSG00000175595","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]"
"ENSG00000187664","HAPLN4","hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357]"
"ENSG00000105298","CACTIN","cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:HGNC:29938]"
"ENSG00000185019","UBOX5","U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]"
"ENSG00000215372","ZNF705G","zinc finger protein 705G [Source:HGNC Symbol;Acc:HGNC:37134]"
"ENSG00000277484","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"ENSG00000204899","MZT1","mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]"
"ENSG00000213996","TM6SF2","transmembrane 6 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11861]"
"ENSG00000188895","MSL1","MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]"
"ENSG00000177257","DEFB4B","defensin beta 4B [Source:HGNC Symbol;Acc:HGNC:30193]"
"ENSG00000130032","PRRG3","proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]"
"ENSG00000186090","HTR3D","5-hydroxytryptamine receptor 3D [Source:HGNC Symbol;Acc:HGNC:24004]"
"ENSG00000101057","MYBL2","MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]"
"ENSG00000186687","LYRM7","LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]"
"ENSG00000057663","ATG5","autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]"
"ENSG00000104881","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]"
"ENSG00000125968","ID1","inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]"
"ENSG00000105492","SIGLEC6","sialic acid binding Ig like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]"
"ENSG00000215251","FASTKD5","FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]"
"ENSG00000177243","DEFB103B","defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]"
"ENSG00000142188","TMEM50B","transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]"
"ENSG00000257704","INAFM1","InaF motif containing 1 [Source:HGNC Symbol;Acc:HGNC:27406]"
"ENSG00000170209","ANKK1","ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]"
"ENSG00000174808","BTC","betacellulin [Source:HGNC Symbol;Acc:HGNC:1121]"
"ENSG00000177058","SLC38A9","solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]"
"ENSG00000183304","FAM9A","family with sequence similarity 9 member A [Source:HGNC Symbol;Acc:HGNC:18403]"
"ENSG00000169567","HINT1","histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]"
"ENSG00000168101","NUDT16L1","nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]"
"ENSG00000136877","FPGS","folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]"
"ENSG00000078369","GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]"
"ENSG00000274696","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000277339","NPBWR2","neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]"
"ENSG00000178084","HTR3C","5-hydroxytryptamine receptor 3C [Source:HGNC Symbol;Acc:HGNC:24003]"
"ENSG00000197405","C5AR1","complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]"
"ENSG00000139350","NEDD1","NEDD1 gamma-tubulin ring complex targeting factor [Source:HGNC Symbol;Acc:HGNC:7723]"
"ENSG00000137504","CREBZF","CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]"
"ENSG00000099341","PSMD8","proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]"
"ENSG00000134830","C5AR2","complement component 5a receptor 2 [Source:HGNC Symbol;Acc:HGNC:4527]"
"ENSG00000100532","CGRRF1","cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]"
"ENSG00000111224","PARP11","poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]"
"ENSG00000186049","KRT73","keratin 73 [Source:HGNC Symbol;Acc:HGNC:28928]"
"ENSG00000123561","SERPINA7","serpin family A member 7 [Source:HGNC Symbol;Acc:HGNC:11583]"
"ENSG00000205301","MGAT4D","MGAT4 family member D [Source:HGNC Symbol;Acc:HGNC:43619]"
"ENSG00000157593","SLC35B2","solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872]"
"ENSG00000155980","KIF5A","kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]"
"ENSG00000146143","PRIM2","DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]"
"ENSG00000276340","ZNF623","zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]"
"ENSG00000170486","KRT72","keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932]"
"ENSG00000269343","ZNF587B","zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]"
"ENSG00000181004","BBS12","Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648]"
"ENSG00000149679","CABLES2","Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]"
"ENSG00000164542","KIAA0895","KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]"
"ENSG00000117877","CD3EAP","CD3e molecule associated protein [Source:HGNC Symbol;Acc:HGNC:24219]"
"ENSG00000262304","AC027796.3","novel readthrough SHPK-TRPV1 protein"
"ENSG00000186038","HTR3E","5-hydroxytryptamine receptor 3E [Source:HGNC Symbol;Acc:HGNC:24005]"
"ENSG00000169116","PARM1","prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]"
"ENSG00000198466","ZNF587","zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]"
"ENSG00000262024","TCF20","transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]"
"ENSG00000079150","FKBP7","FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723]"
"ENSG00000103423","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]"
"ENSG00000273559","CWC25","CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989]"
"ENSG00000179387","ELMOD2","ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]"
"ENSG00000229074","HLA-DRB1","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]"
"ENSG00000130701","RBBP8NL","RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]"
"ENSG00000141279","NPEPPS","aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]"
"ENSG00000116096","SPR","sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]"
"ENSG00000276469","GPR179","G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]"
"ENSG00000083828","ZNF586","zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]"
"ENSG00000124196","GTSF1L","gametocyte specific factor 1 like [Source:HGNC Symbol;Acc:HGNC:16198]"
"ENSG00000176171","BNIP3","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]"
"ENSG00000146232","NFKBIE","NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]"
"ENSG00000148337","CIZ1","CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]"
"ENSG00000159723","AGRP","agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]"
"ENSG00000178935","ZNF552","zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]"
"ENSG00000116095","PLEKHA3","pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338]"
"ENSG00000274782","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]"
"ENSG00000170832","USP32","ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]"
"ENSG00000269476","AC010326.3","novel transcript"
"ENSG00000237412","PRSS56","serine protease 56 [Source:HGNC Symbol;Acc:HGNC:39433]"
"ENSG00000183246","RIMBP3C","RIMS binding protein 3C [Source:HGNC Symbol;Acc:HGNC:33892]"
"ENSG00000068354","TBC1D25","TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]"
"ENSG00000169122","FAM110B","family with sequence similarity 110 member B [Source:HGNC Symbol;Acc:HGNC:28587]"
"ENSG00000185651","UBE2L3","ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]"
"ENSG00000173480","ZNF417","zinc finger protein 417 [Source:HGNC Symbol;Acc:HGNC:20646]"
"ENSG00000107872","FBXL15","F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]"
"ENSG00000154007","ASB17","ankyrin repeat and SOCS box containing 17 [Source:HGNC Symbol;Acc:HGNC:19769]"
"ENSG00000117385","P3H1","prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]"
"ENSG00000168591","TMUB2","transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]"
"ENSG00000205571","SMN2","survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]"
"ENSG00000149295","DRD2","dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]"
"ENSG00000167194","C16orf92","chromosome 16 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:26346]"
"ENSG00000204514","ZNF814","zinc finger protein 814 [Source:HGNC Symbol;Acc:HGNC:33258]"
"ENSG00000011426","ANLN","anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]"
"ENSG00000059915","PSD","pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]"
"ENSG00000164871","SPAG11B","sperm associated antigen 11B [Source:HGNC Symbol;Acc:HGNC:14534]"
"ENSG00000286268","AF196969.1","novel protein"
"ENSG00000169885","CALML6","calmodulin like 6 [Source:HGNC Symbol;Acc:HGNC:24193]"
"ENSG00000147155","EBP","EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133]"
"ENSG00000213578","CPLX3","complexin 3 [Source:HGNC Symbol;Acc:HGNC:27652]"
"ENSG00000149926","TLCD3B","TLC domain containing 3B [Source:HGNC Symbol;Acc:HGNC:25295]"
"ENSG00000274955","KIR2DL4","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]"
"ENSG00000205730","ITPRIPL2","ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]"
"ENSG00000140506","LMAN1L","lectin, mannose binding 1 like [Source:HGNC Symbol;Acc:HGNC:6632]"
"ENSG00000102104","RS1","retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]"
"ENSG00000116539","ASH1L","ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]"
"ENSG00000115504","EHBP1","EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]"
"ENSG00000198551","ZNF627","zinc finger protein 627 [Source:HGNC Symbol;Acc:HGNC:30570]"
"ENSG00000172795","DCP2","decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]"
"ENSG00000087152","ATXN7L3","ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]"
"ENSG00000103528","SYT17","synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]"
"ENSG00000105137","SYDE1","synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]"
"ENSG00000185900","POMK","protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]"
"ENSG00000268750","AC010522.1","novel protein"
"ENSG00000008086","CDKL5","cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]"
"ENSG00000102575","ACP5","acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]"
"ENSG00000189403","HMGB1","high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]"
"ENSG00000230178","OR4F3","olfactory receptor family 4 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:8300]"
"ENSG00000159461","AMFR","autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]"
"ENSG00000152670","DDX4","DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]"
"ENSG00000179071","CCDC89","coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]"
"ENSG00000166908","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]"
"ENSG00000129810","SGO1","shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]"
"ENSG00000183873","SCN5A","sodium voltage-gated channel alpha subunit 5 [Source:HGNC Symbol;Acc:HGNC:10593]"
"ENSG00000105135","ILVBL","ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]"
"ENSG00000241534","CFB","complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]"
"ENSG00000168434","COG7","component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]"
"ENSG00000154478","GPR26","G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]"
"ENSG00000162437","RAVER2","ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]"
"ENSG00000141371","C17orf64","chromosome 17 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:26990]"
"ENSG00000160360","GPSM1","G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:17858]"
"ENSG00000039523","RIPOR1","RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]"
